coverage,delay,replicate,seed,base_deaths,scenario_deaths,mortality_reduction_pct
0.8,28.0,98,2026902098,791.0,347.0,56.1314791403287
0.8,28.0,99,2026902099,1510.0,657.0,56.49006622516556
0.30000000000000004,28.0,0,2026902000,1526.0,1064.0,30.275229357798164
0.30000000000000004,28.0,1,2026902001,1474.0,953.0,35.34599728629579
0.30000000000000004,28.0,2,2026902002,932.0,574.0,38.412017167381975
0.30000000000000004,28.0,3,2026902003,1008.0,724.0,28.174603174603174
0.30000000000000004,28.0,4,2026902004,1089.0,695.0,36.17998163452709
0.30000000000000004,28.0,5,2026902005,1408.0,888.0000000000001,36.93181818181817
0.30000000000000004,28.0,6,2026902006,1428.0,901.0000000000001,36.9047619047619
0.30000000000000004,28.0,7,2026902007,814.9999999999999,523.0,35.8282208588957
0.30000000000000004,28.0,8,2026902008,1106.0,766.0,30.741410488245933
0.30000000000000004,28.0,9,2026902009,984.9999999999999,621.0,36.95431472081217
0.30000000000000004,28.0,10,2026902010,1086.0,663.0,38.950276243093924
0.30000000000000004,28.0,11,2026902011,1120.0,812.0,27.5
0.30000000000000004,28.0,12,2026902012,865.0,605.0,30.057803468208093
0.30000000000000004,28.0,13,2026902013,1186.0,739.0,37.68971332209106
0.30000000000000004,28.0,14,2026902014,910.0,573.0,37.032967032967036
